symbol,board,limit_days_max,limit_days_20cm,gap_3,gap_4,gap_5,n
003009,深主板,6,0,5,1,1,60
600841,沪主板,2,0,1,0,0,60
603167,沪主板,0,0,0,0,0,60
300790,创业板,3,0,5,2,1,60
002403,深主板,3,0,0,0,0,60
688695,科创板,0,0,0,0,0,60
002899,深主板,0,0,0,0,0,60
301628,创业板,1,1,5,4,3,60
300726,创业板,7,2,9,8,6,60
603016,沪主板,1,0,1,0,0,60
301539,创业板,1,0,1,1,0,60
688170,科创板,8,1,12,5,4,60
688719,科创板,5,0,2,2,2,60
300628,创业板,2,0,2,1,1,60
688120,科创板,7,2,11,4,3,60
000876,深主板,1,0,0,0,0,60
300782,创业板,2,0,7,4,3,60
002615,深主板,1,0,3,2,0,60
301005,创业板,7,0,5,3,0,60
002156,深主板,10,0,14,11,7,60
002855,深主板,0,0,1,1,0,60
600248,沪主板,0,0,0,0,0,60
002329,深主板,3,0,4,0,0,60
000680,深主板,0,0,0,0,0,60
000155,深主板,2,0,1,0,0,60
002192,深主板,6,0,6,3,3,60
300243,创业板,6,2,3,3,2,60
000990,深主板,0,0,1,1,0,60
300768,创业板,0,0,0,0,0,60
003012,深主板,0,0,0,0,0,60
603124,沪主板,11,0,6,3,2,60
000777,深主板,5,0,6,4,3,60
688075,科创板,0,0,0,0,0,60
605133,沪主板,6,0,1,1,1,60
002079,深主板,2,0,4,1,0,60
301085,创业板,1,1,6,3,2,60
000007,深主板,2,0,2,2,1,60
301631,创业板,0,0,2,2,2,60
688236,科创板,0,0,0,0,0,60
688039,科创板,2,1,5,1,0,60
600815,沪主板,3,0,2,1,0,60
301348,创业板,3,1,7,3,2,60
601288,沪主板,0,0,1,0,0,60
300458,创业板,2,1,6,2,1,60
601009,沪主板,0,0,0,0,0,60
688181,科创板,7,0,7,4,3,60
000895,深主板,0,0,0,0,0,60
600582,沪主板,0,0,1,1,1,60
301006,创业板,0,0,0,0,0,60
688560,科创板,0,0,0,0,0,60
000063,深主板,2,0,1,0,0,60
601900,沪主板,0,0,0,0,0,60
601869,沪主板,8,0,15,10,6,60
002737,深主板,0,0,0,0,0,60
003011,深主板,2,0,1,0,0,60
600779,沪主板,1,0,2,1,0,60
600580,沪主板,2,0,3,1,1,60
601233,沪主板,2,0,1,0,0,60
300395,创业板,3,0,4,4,2,60
688517,科创板,0,0,2,1,1,60
600803,沪主板,0,0,0,0,0,60
002335,深主板,2,0,2,0,0,60
000623,深主板,0,0,0,0,0,60
002405,深主板,0,0,0,0,0,60
300341,创业板,0,0,1,1,1,60
300244,创业板,4,0,0,0,0,60
600507,沪主板,0,0,1,0,0,60
603238,沪主板,0,0,0,0,0,60
003010,深主板,1,0,1,1,0,60
601921,沪主板,0,0,1,1,0,60
688323,科创板,13,2,11,9,3,60
300547,创业板,1,0,4,3,3,60
300466,创业板,0,0,1,0,0,60
600908,沪主板,0,0,0,0,0,60
000725,深主板,6,0,9,3,3,60
300966,创业板,3,0,1,1,0,60
603667,沪主板,3,0,8,2,0,60
301353,创业板,0,0,0,0,0,60
688187,科创板,2,0,2,0,0,60
301087,创业板,1,0,0,0,0,60
603700,沪主板,0,0,0,0,0,60
002909,深主板,0,0,0,0,0,60
002406,深主板,0,0,2,0,0,60
688267,科创板,0,0,2,2,1,60
601008,沪主板,0,0,0,0,0,60
002913,深主板,6,0,4,3,2,60
300487,创业板,6,1,5,4,2,60
603970,沪主板,0,0,0,0,0,60
600805,沪主板,0,0,0,0,0,60
603536,沪主板,0,0,1,0,0,60
301080,创业板,2,0,0,0,0,60
300250,创业板,1,0,0,0,0,60
001335,深主板,1,0,2,1,0,60
300770,创业板,0,0,0,0,0,60
002173,深主板,10,0,15,8,7,60
002623,深主板,2,0,1,0,0,60
002339,深主板,1,0,0,0,0,60
301529,创业板,6,0,1,1,1,60
002300,深主板,2,0,2,0,0,60
002858,深主板,1,0,1,1,0,60
603936,沪主板,8,0,12,8,4,60
003005,深主板,2,0,2,2,1,60
603366,沪主板,1,0,4,3,0,60
600955,沪主板,1,0,2,1,1,60
603097,沪主板,1,0,2,0,0,60
002897,深主板,11,0,9,5,3,60
002401,深主板,0,0,0,0,0,60
600510,沪主板,1,0,1,0,0,60
000726,深主板,0,0,0,0,0,60
000948,深主板,2,0,4,2,0,60
301358,创业板,2,0,2,1,1,60
688210,科创板,0,0,0,0,0,60
002703,深主板,3,0,6,3,1,60
000009,深主板,2,0,0,0,0,60
300967,创业板,2,0,4,3,2,60
000555,深主板,1,0,4,1,1,60
600959,沪主板,0,0,0,0,0,60
002690,深主板,0,0,0,0,0,60
603709,沪主板,0,0,0,0,0,60
300337,创业板,1,0,2,1,0,60
603676,沪主板,0,0,0,0,0,60
600578,沪主板,14,0,12,5,3,60
002078,深主板,0,0,1,0,0,60
600113,沪主板,4,0,3,2,1,60
300548,创业板,12,1,10,6,3,60
000539,深主板,8,0,9,7,5,60
605151,沪主板,2,0,2,1,0,60
688296,科创板,0,0,1,1,0,60
603132,沪主板,0,0,0,0,0,60
300725,创业板,2,0,0,0,0,60
301360,创业板,5,1,4,2,1,60
000650,深主板,0,0,0,0,0,60
003003,深主板,0,0,0,0,0,60
603489,沪主板,1,0,2,2,1,60
002624,深主板,1,0,1,1,0,60
300603,创业板,1,0,0,0,0,60
002399,深主板,0,0,0,0,0,60
600162,沪主板,17,0,13,11,8,60
688429,科创板,0,0,0,0,0,60
002054,深主板,0,0,2,1,0,60
601866,沪主板,0,0,0,0,0,60
600236,沪主板,3,0,6,3,1,60
002896,深主板,8,0,9,8,5,60
002915,深主板,3,0,11,9,4,60
301626,创业板,3,0,2,2,1,60
002145,深主板,0,0,1,0,0,60
600511,沪主板,0,0,0,0,0,60
002149,深主板,3,0,6,2,2,60
605398,沪主板,3,0,2,2,0,60
600590,沪主板,1,0,2,2,0,60
300898,创业板,1,0,3,0,0,60
300909,创业板,5,0,2,1,0,60
300251,创业板,1,0,0,0,0,60
603703,沪主板,0,0,0,0,0,60
301009,创业板,0,0,0,0,0,60
300815,创业板,0,0,2,2,1,60
301359,创业板,0,0,0,0,0,60
300833,创业板,0,0,3,1,0,60
002327,深主板,0,0,0,0,0,60
600160,沪主板,5,0,10,4,1,60
600989,沪主板,0,0,6,1,1,60
000790,深主板,0,0,1,0,0,60
600161,沪主板,0,0,0,0,0,60
603285,沪主板,7,0,8,3,1,60
002338,深主板,2,0,1,1,1,60
300469,创业板,3,1,2,1,1,60
605050,沪主板,0,0,0,0,0,60
000928,深主板,0,0,0,0,0,60
605009,沪主板,0,0,1,0,0,60
002617,深主板,4,0,9,3,0,60
003007,深主板,3,0,2,1,0,60
600690,沪主板,0,0,0,0,0,60
301560,创业板,2,0,0,0,0,60
603398,沪主板,6,0,7,4,2,60
002239,深主板,0,0,0,0,0,60
301008,创业板,5,1,6,3,3,60
300339,创业板,1,0,1,0,0,60
002910,深主板,8,0,4,1,1,60
301535,创业板,1,0,2,0,0,60
300488,创业板,5,0,3,1,1,60
603538,沪主板,9,0,15,7,6,60
001219,深主板,0,0,0,0,0,60
600509,沪主板,2,0,6,3,2,60
601677,沪主板,0,0,2,0,0,60
001358,深主板,5,0,3,1,1,60
688619,科创板,5,0,6,2,2,60
300999,创业板,0,0,0,0,0,60
605116,沪主板,0,0,1,1,0,60
600241,沪主板,2,0,1,0,0,60
688280,科创板,2,0,0,0,0,60
301082,创业板,1,1,1,1,1,60
688571,科创板,2,1,2,1,1,60
601618,沪主板,0,0,0,0,0,60
300247,创业板,1,0,0,0,0,60
300340,创业板,1,0,0,0,0,60
601366,沪主板,0,0,0,0,0,60
002402,深主板,3,0,2,0,0,60
600916,沪主板,0,0,0,0,0,60
301533,创业板,0,0,1,0,0,60
002022,深主板,0,0,0,0,0,60
600619,沪主板,1,0,7,4,2,60
300394,创业板,7,0,18,11,8,60
600114,沪主板,1,0,2,2,1,60
001298,深主板,1,0,3,1,0,60
003006,深主板,1,0,1,0,0,60
603273,沪主板,1,0,1,1,0,60
002023,深主板,2,0,2,1,0,60
002060,深主板,0,0,0,0,0,60
688789,科创板,1,0,0,0,0,60
300249,创业板,2,0,4,2,1,60
688030,科创板,1,0,2,1,1,60
601098,沪主板,0,0,0,0,0,60
600985,沪主板,2,0,2,1,1,60
002735,深主板,5,0,5,4,3,60
600754,沪主板,0,0,1,0,0,60
002857,深主板,3,0,0,0,0,60
601985,沪主板,0,0,0,0,0,60
603015,沪主板,2,0,2,1,0,60
301356,创业板,3,1,1,1,0,60
000802,深主板,2,0,4,1,1,60
300612,创业板,0,0,0,0,0,60
301081,创业板,3,1,2,1,0,60
300248,创业板,1,1,1,0,0,60
002228,深主板,0,0,0,0,0,60
002912,深主板,1,0,1,0,0,60
300810,创业板,0,0,0,0,0,60
603811,沪主板,0,0,0,0,0,60
000893,深主板,1,0,2,0,0,60
300818,创业板,1,0,0,0,0,60
603120,沪主板,8,0,6,4,3,60
300884,创业板,1,0,0,0,0,60
000619,深主板,0,0,0,0,0,60
603197,沪主板,1,0,2,2,1,60
000006,深主板,1,0,1,0,0,60
300580,创业板,2,1,1,0,0,60
603260,沪主板,2,0,0,0,0,60
605366,沪主板,8,0,7,3,1,60
603858,沪主板,0,0,0,0,0,60
688690,科创板,4,0,3,1,1,60
002850,深主板,1,0,1,1,0,60
688668,科创板,10,2,16,9,5,60
603931,沪主板,9,0,10,6,3,60
688503,科创板,5,1,5,5,5,60
600968,沪主板,0,0,0,0,0,60
301330,创业板,0,0,0,0,0,60
600588,沪主板,2,0,0,0,0,60
003020,深主板,7,0,7,6,6,60
002053,深主板,2,0,2,0,0,60
688599,科创板,0,0,0,0,0,60
301091,创业板,0,0,0,0,0,60
688639,科创板,3,1,3,2,2,60
002905,深主板,0,0,1,1,1,60
601002,沪主板,1,0,1,1,1,60
002413,深主板,1,0,0,0,0,60
688698,科创板,3,0,2,0,0,60
300347,创业板,0,0,1,0,0,60
600771,沪主板,0,0,0,0,0,60
600155,沪主板,0,0,1,0,0,60
300545,创业板,3,1,5,1,0,60
002157,深主板,0,0,0,0,0,60
003021,深主板,1,0,1,0,0,60
002027,深主板,0,0,1,0,0,60
000868,深主板,0,0,0,0,0,60
603396,沪主板,0,0,0,0,0,60
603976,沪主板,5,0,4,2,1,60
301552,创业板,0,0,1,0,0,60
002081,深主板,6,0,7,2,1,60
600750,沪主板,0,0,0,0,0,60
603329,沪主板,1,0,2,2,1,60
688657,科创板,2,0,1,0,0,60
603808,沪主板,1,0,0,0,0,60
300234,创业板,4,0,1,0,0,60
300963,创业板,1,0,2,1,0,60
603090,沪主板,5,0,5,3,1,60
603666,沪主板,4,0,0,0,0,60
603486,沪主板,0,0,0,0,0,60
002044,深主板,0,0,1,0,0,60
603929,沪主板,8,0,13,7,5,60
301551,创业板,0,0,0,0,0,60
002127,深主板,1,0,0,0,0,60
000630,深主板,3,0,5,1,1,60
000166,深主板,0,0,0,0,0,60
603323,沪主板,0,0,0,0,0,60
002609,深主板,0,0,1,0,0,60
605005,沪主板,0,0,0,0,0,60
000090,深主板,2,0,1,0,0,60
600501,沪主板,1,0,0,0,0,60
688166,科创板,4,2,6,5,3,60
301003,创业板,3,0,1,1,0,60
301336,创业板,0,0,0,0,0,60
002080,深主板,15,0,12,4,2,60
603556,沪主板,3,0,1,0,0,60
002226,深主板,2,0,0,0,0,60
002906,深主板,1,0,0,0,0,60
002695,深主板,3,0,2,1,0,60
601019,沪主板,0,0,0,0,0,60
002608,深主板,2,0,3,3,1,60
300236,创业板,7,0,4,4,3,60
002739,深主板,4,0,5,5,3,60
600256,沪主板,0,0,2,1,1,60
002410,深主板,0,0,1,0,0,60
301557,创业板,2,0,1,1,0,60
300467,创业板,1,0,0,0,0,60
688080,科创板,1,0,0,0,0,60
300836,创业板,4,0,5,3,0,60
603708,沪主板,0,0,0,0,0,60
600713,沪主板,0,0,1,0,0,60
002698,深主板,1,0,2,0,0,60
600906,沪主板,1,0,1,0,0,60
603018,沪主板,0,0,1,0,0,60
300399,创业板,2,0,1,0,0,60
301335,创业板,0,0,1,1,0,60
000652,深主板,0,0,0,0,0,60
000021,深主板,11,0,16,11,9,60
688512,科创板,6,1,4,2,1,60
605188,沪主板,1,0,1,1,1,60
600258,沪主板,0,0,0,0,0,60
000532,深主板,1,0,2,1,0,60
301555,创业板,1,0,1,1,0,60
601991,沪主板,9,0,14,6,4,60
301001,创业板,0,0,0,0,0,60
002741,深主板,10,0,12,9,6,60
688220,科创板,3,1,7,2,1,60
688584,科创板,8,2,12,8,3,60
002041,深主板,0,0,0,0,0,60
300611,创业板,0,0,0,0,0,60
603458,沪主板,9,0,5,4,2,60
688300,科创板,16,0,16,11,7,60
003022,深主板,1,0,2,1,1,60
300492,创业板,2,0,1,0,0,60
301000,创业板,2,1,4,2,1,60
002606,深主板,4,0,4,3,1,60
300962,创业板,0,0,0,0,0,60
301331,创业板,1,0,1,0,0,60
000088,深主板,0,0,0,0,0,60
002605,深主板,0,0,0,0,0,60
601211,沪主板,0,0,1,1,1,60
300816,创业板,1,0,1,0,0,60
600497,沪主板,5,0,6,4,2,60
300900,创业板,3,0,4,2,2,60
002240,深主板,5,0,2,1,1,60
003023,深主板,0,0,1,0,0,60
000631,深主板,1,0,2,2,2,60
600257,沪主板,1,0,3,1,1,60
000950,深主板,0,0,0,0,0,60
301556,创业板,0,0,2,1,0,60
300456,创业板,5,0,3,2,1,60
300348,创业板,0,0,0,0,0,60
301658,创业板,0,0,0,0,0,60
600587,沪主板,0,0,0,0,0,60
300233,创业板,0,0,0,0,0,60
603307,沪主板,0,0,2,0,0,60
600802,沪主板,0,0,0,0,0,60
603168,沪主板,0,0,0,0,0,60
002902,深主板,4,0,6,4,2,60
002331,深主板,0,0,1,0,0,60
600623,沪主板,0,0,0,0,0,60
600498,沪主板,4,0,6,4,2,60
300837,创业板,0,0,0,0,0,60
301333,创业板,2,0,1,1,0,60
688418,科创板,6,0,4,1,0,60
300602,创业板,6,0,6,4,2,60
300881,创业板,1,0,2,2,1,60
301093,创业板,6,0,3,2,2,60
600108,沪主板,1,0,1,0,0,60
601136,沪主板,0,0,0,0,0,60
600255,沪主板,5,0,6,3,3,60
000989,深主板,1,0,1,0,0,60
688569,科创板,0,0,0,0,0,60
002607,深主板,5,0,6,4,3,60
301002,创业板,1,0,5,2,1,60
600586,沪主板,1,0,1,0,0,60
605365,沪主板,2,0,1,1,1,60
300235,创业板,0,0,0,0,0,60
002328,深主板,1,0,4,2,1,60
603707,沪主板,0,0,0,0,0,60
300569,创业板,0,0,0,0,0,60
688128,科创板,0,0,0,0,0,60
600153,沪主板,0,0,0,0,0,60
300349,创业板,3,0,2,2,2,60
688266,科创板,6,0,4,1,1,60
002849,深主板,2,0,1,0,0,60
601512,沪主板,0,0,1,0,0,60
688450,科创板,6,1,10,5,3,60
002412,深主板,2,0,2,1,1,60
603977,沪主板,3,0,1,0,0,60
601083,沪主板,0,0,0,0,0,60
002697,深主板,0,0,0,0,0,60
603203,沪主板,10,0,14,7,5,60
688009,科创板,0,0,0,0,0,60
002010,深主板,0,0,0,0,0,60
601678,沪主板,7,0,10,2,2,60
000543,深主板,0,0,0,0,0,60
301095,创业板,7,0,7,4,2,60
000807,深主板,0,0,2,1,0,60
300910,创业板,0,0,2,2,1,60
002297,深主板,8,0,14,11,8,60
001319,深主板,1,0,0,0,0,60
688410,科创板,0,0,0,0,0,60
603726,沪主板,8,0,9,6,4,60
002179,深主板,1,0,1,0,0,60
000875,深主板,1,0,0,0,0,60
301004,创业板,0,0,0,0,0,60
600622,沪主板,1,0,1,0,0,60
603313,沪主板,6,0,6,4,2,60
000897,深主板,0,0,0,0,0,60
600158,沪主板,3,0,5,3,2,60
003015,深主板,0,0,1,0,0,60
688602,科创板,1,0,0,0,0,60
603286,沪主板,6,0,5,2,0,60
688758,科创板,2,0,1,1,0,60
301090,创业板,0,0,0,0,0,60
688295,科创板,1,0,4,2,2,60
301550,创业板,4,0,4,1,1,60
600751,沪主板,0,0,0,0,0,60
000055,深主板,2,0,4,2,2,60
300468,创业板,0,0,2,0,0,60
002061,深主板,0,0,0,0,0,60
300342,创业板,3,0,4,1,0,60
301338,创业板,9,0,7,4,2,60
002409,深主板,13,0,19,8,7,60
300783,创业板,0,0,0,0,0,60
601607,沪主板,0,0,0,0,0,60
300610,创业板,0,0,0,0,0,60
002611,深主板,0,0,0,0,0,60
600691,沪主板,0,0,1,0,0,60
600503,沪主板,3,0,2,1,0,60
300397,创业板,0,0,1,0,0,60
002333,深主板,0,0,0,0,0,60
600583,沪主板,0,0,1,0,0,60
600152,沪主板,3,0,4,3,0,60
600110,沪主板,10,0,10,8,7,60
603810,沪主板,0,0,2,0,0,60
600939,沪主板,0,0,1,1,0,60
688071,科创板,4,0,4,2,2,60
600683,沪主板,5,0,4,1,1,60
002407,深主板,12,0,10,8,6,60
301339,创业板,0,0,0,0,0,60
688708,科创板,1,0,0,0,0,60
601857,沪主板,0,0,1,1,0,60
300240,创业板,0,0,0,0,0,60
000509,深主板,7,0,10,7,4,60
603856,沪主板,0,0,0,0,0,60
300568,创业板,2,0,2,0,0,60
300489,创业板,13,3,16,10,5,60
600843,沪主板,3,0,1,0,0,60
600621,沪主板,0,0,0,0,0,60
301345,创业板,2,0,4,2,2,60
003013,深主板,2,0,1,1,1,60
002614,深主板,0,0,0,0,0,60
688200,科创板,10,0,7,4,3,60
000002,深主板,0,0,0,0,0,60
002334,深主板,0,0,0,0,0,60
603136,沪主板,0,0,0,0,0,60
000601,深主板,5,0,9,6,3,60
300791,创业板,0,0,0,0,0,60
603355,沪主板,3,0,1,0,0,60
002246,深主板,1,0,2,2,2,60
603551,沪主板,0,0,0,0,0,60
300883,创业板,0,0,1,0,0,60
301088,创业板,0,0,0,0,0,60
002613,深主板,8,0,5,3,2,60
600770,沪主板,3,0,5,0,0,60
600111,沪主板,0,0,1,0,0,60
002330,深主板,0,0,0,0,0,60
002738,深主板,2,0,4,3,1,60
002146,深主板,0,0,1,1,0,60
300835,创业板,12,2,8,6,4,60
301558,创业板,0,0,0,0,0,60
002016,深主板,0,0,0,0,0,60
300546,创业板,1,0,0,0,0,60
002908,深主板,1,0,0,0,0,60
600505,沪主板,2,0,4,0,0,60
002298,深主板,3,0,2,2,2,60
300687,创业板,10,0,4,3,1,60
603095,沪主板,0,0,1,0,0,60
003016,深主板,0,0,1,0,0,60
600956,沪主板,0,0,1,0,0,60
300715,创业板,6,1,4,1,1,60
603797,沪主板,0,0,0,0,0,60
000620,深主板,6,0,6,4,1,60
605189,沪主板,6,0,7,2,0,60
000031,深主板,1,0,0,0,0,60
002700,深主板,4,0,1,1,1,60
002696,深主板,1,0,1,1,1,60
300713,创业板,0,0,0,0,0,60
688335,科创板,2,1,0,0,0,60
000803,深主板,1,0,0,0,0,60
002408,深主板,0,0,0,0,0,60
003018,深主板,17,0,14,8,5,60
002907,深主板,2,0,1,0,0,60
300998,创业板,3,0,1,1,1,60
002901,深主板,0,0,0,0,0,60
002332,深主板,0,0,0,0,0,60
300490,创业板,0,0,1,1,0,60
301092,创业板,9,4,11,7,5,60
003019,深主板,3,0,2,1,0,60
000557,深主板,0,0,0,0,0,60
688158,科创板,4,0,5,2,1,60
002851,深主板,13,0,21,14,10,60
600252,沪主板,0,0,0,0,0,60
001231,深主板,0,0,0,0,0,60
603093,沪主板,3,0,4,1,0,60
300671,创业板,9,1,9,7,2,60
003017,深主板,0,0,0,0,0,60
000788,深主板,0,0,0,0,0,60
605111,沪主板,8,0,17,6,3,60
600585,沪主板,0,0,0,0,0,60
300346,创业板,7,0,7,4,3,60
301633,创业板,0,0,0,0,0,60
002148,深主板,2,0,4,1,1,60
601579,沪主板,0,0,1,1,0,60
300350,创业板,0,0,1,0,0,60
000751,深主板,4,0,7,3,2,60
000729,深主板,0,0,1,0,0,60
300238,创业板,0,0,0,0,0,60
600251,沪主板,0,0,0,0,0,60
002014,深主板,1,0,0,0,0,60
000429,深主板,0,0,0,0,0,60
300629,创业板,0,0,1,0,0,60
603988,沪主板,5,0,3,3,1,60
300727,创业板,2,0,3,2,1,60
600250,沪主板,0,0,2,0,0,60
688577,科创板,2,0,3,1,1,60
600584,沪主板,12,0,16,8,6,60
300809,创业板,4,0,5,3,2,60
601177,沪主板,2,0,3,1,0,60
600984,沪主板,3,0,2,0,0,60
605179,沪主板,5,0,5,5,4,60
002294,深主板,2,0,1,0,0,60
600816,沪主板,0,0,0,0,0,60
688315,科创板,0,0,0,0,0,60
603477,沪主板,2,0,1,0,0,60
603727,沪主板,5,0,5,2,2,60
600502,沪主板,0,0,0,0,0,60
600157,沪主板,0,0,0,0,0,60
301337,创业板,2,0,1,0,0,60
603663,沪主板,11,0,11,7,2,60
301548,创业板,3,1,1,1,0,60
300964,创业板,8,2,10,4,3,60
688105,科创板,4,0,0,0,0,60
605258,沪主板,1,0,1,1,0,60
000713,深主板,0,0,0,0,0,60
300239,创业板,1,0,0,0,0,60
002612,深主板,2,0,2,2,1,60
000599,深主板,0,0,1,0,0,60
600844,沪主板,4,0,6,4,2,60
300398,创业板,4,0,12,6,3,60
002852,深主板,0,0,0,0,0,60
300570,创业板,11,1,12,7,6,60
002900,深主板,6,0,7,6,5,60
601188,沪主板,0,0,0,0,0,60
300345,创业板,2,1,1,1,1,60
301089,创业板,1,0,0,0,0,60
002950,深主板,1,0,0,0,0,60
002397,深主板,2,0,3,3,1,60
603839,沪主板,1,0,2,2,2,60
688559,科创板,6,0,5,2,1,60
300354,创业板,2,0,1,0,0,60
002702,深主板,1,0,2,2,1,60
002997,深主板,1,0,0,0,0,60
688116,科创板,1,0,0,0,0,60
688235,科创板,1,0,0,0,0,60
301525,创业板,1,0,0,0,0,60
300885,创业板,2,0,5,1,0,60
300470,创业板,0,0,0,0,0,60
603987,沪主板,0,0,0,0,0,60
601990,沪主板,0,0,0,0,0,60
002174,深主板,4,0,1,1,0,60
688488,科创板,4,0,0,0,0,60
001359,深主板,11,0,5,3,2,60
600513,沪主板,5,0,4,3,1,60
601368,沪主板,1,0,0,0,0,60
002130,深主板,0,0,1,0,0,60
000801,深主板,1,0,0,0,0,60
600149,沪主板,0,0,0,0,0,60
300684,创业板,6,1,5,4,2,60
600115,沪主板,0,0,4,1,1,60
600689,沪主板,0,0,0,0,0,60
300626,创业板,9,3,5,2,1,60
002631,深主板,5,0,4,1,0,60
000995,深主板,1,0,3,2,0,60
300459,创业板,0,0,0,0,0,60
300968,创业板,4,1,8,6,4,60
300335,创业板,0,0,3,1,0,60
600576,沪主板,2,0,0,0,0,60
600517,沪主板,0,0,2,1,1,60
603677,沪主板,2,0,2,1,0,60
600592,沪主板,4,0,2,0,0,60
600773,沪主板,0,0,0,0,0,60
605033,沪主板,1,0,1,0,0,60
603117,沪主板,0,0,0,0,0,60
000061,深主板,0,0,0,0,0,60
603322,沪主板,3,0,1,1,0,60
688025,科创板,11,0,17,9,4,60
001210,深主板,6,0,6,5,3,60
000783,深主板,3,0,1,0,0,60
688800,科创板,3,0,8,4,4,60
600237,沪主板,7,0,8,2,1,60
600116,沪主板,0,0,0,0,0,60
301366,创业板,6,3,8,5,5,60
301618,创业板,3,0,0,0,0,60
002893,深主板,1,0,2,2,0,60
301566,创业板,7,2,15,8,6,60
600515,沪主板,0,0,0,0,0,60
603178,沪主板,7,0,4,3,1,60
002625,深主板,1,0,1,1,1,60
002337,深主板,0,0,0,0,0,60
001286,深主板,0,0,0,0,0,60
300255,创业板,5,1,6,3,3,60
688057,科创板,7,1,2,0,0,60
688373,科创板,1,0,0,0,0,60
002398,深主板,0,0,0,0,0,60
000541,深主板,1,0,0,0,0,60
603205,沪主板,0,0,0,0,0,60
688500,科创板,6,2,5,1,1,60
301010,创业板,0,0,0,0,0,60
600166,沪主板,0,0,0,0,0,60
002917,深主板,0,0,0,0,0,60
688229,科创板,3,0,2,2,1,60
601998,沪主板,0,0,0,0,0,60
603357,沪主板,0,0,1,1,1,60
603280,沪主板,0,0,0,0,0,60
002999,深主板,0,0,0,0,0,60
688556,科创板,1,0,4,1,1,60
300393,创业板,0,0,2,0,0,60
002063,深主板,0,0,1,0,0,60
603283,沪主板,5,0,9,8,7,60
300969,创业板,3,0,3,1,0,60
002919,深主板,1,0,0,0,0,60
003001,深主板,12,0,12,7,6,60
002077,深主板,2,0,3,2,0,60
000877,深主板,0,0,0,0,0,60
688615,科创板,2,0,2,1,0,60
301361,创业板,0,0,2,0,0,60
601898,沪主板,1,0,1,0,0,60
002343,深主板,0,0,0,0,0,60
600516,沪主板,4,0,1,0,0,60
300785,创业板,1,0,2,1,0,60
300254,创业板,2,0,2,2,0,60
001696,深主板,4,0,2,0,0,60
301526,创业板,14,2,17,8,4,60
603725,沪主板,11,0,10,4,0,60
603533,沪主板,5,0,5,3,2,60
301522,创业板,0,0,0,0,0,60
002340,深主板,0,0,0,0,0,60
301072,创业板,2,0,2,1,0,60
688386,科创板,3,1,8,2,1,60
600577,沪主板,0,0,3,1,0,60
301565,创业板,2,1,3,1,0,60
300549,创业板,1,0,0,0,0,60
300566,创业板,7,1,11,5,2,60
301363,创业板,3,0,2,0,0,60
688021,科创板,0,0,3,2,1,60
003002,深主板,0,0,1,1,0,60
600909,沪主板,6,0,10,4,2,60
300771,创业板,0,0,0,0,0,60
300389,创业板,0,0,2,0,0,60
301617,创业板,1,0,1,1,0,60
002916,深主板,6,0,11,6,3,60
601212,沪主板,1,0,7,4,1,60
002396,深主板,8,0,12,8,5,60
600966,沪主板,0,0,1,0,0,60
300997,创业板,2,1,3,3,1,60
000026,深主板,5,0,2,1,1,60
601086,沪主板,2,0,1,1,1,60
600232,沪主板,0,0,1,0,0,60
300390,创业板,4,0,5,2,1,60
600163,沪主板,1,0,2,1,0,60
603202,沪主板,0,0,0,0,0,60
002861,深主板,2,0,1,1,1,60
000930,深主板,0,0,0,0,0,60
601166,沪主板,0,0,0,0,0,60
688100,科创板,0,0,1,1,0,60
301078,创业板,1,0,1,1,0,60
002191,深主板,0,0,0,0,0,60
600616,沪主板,0,0,0,0,0,60
300258,创业板,0,0,1,0,0,60
603330,沪主板,9,0,7,3,3,60
603815,沪主板,3,0,2,0,0,60
605011,沪主板,1,0,3,2,0,60
300388,创业板,0,0,0,0,0,60
000498,深主板,0,0,0,0,0,60
002303,深主板,8,0,5,1,1,60
603706,沪主板,0,0,0,0,0,60
605368,沪主板,0,0,0,0,0,60
002626,深主板,0,0,0,0,0,60
002998,深主板,1,0,2,1,1,60
301077,创业板,0,0,2,1,0,60
002918,深主板,8,0,8,6,5,60
001306,深主板,1,0,2,1,0,60
603535,沪主板,0,0,0,0,0,60
603259,沪主板,1,0,2,1,1,60
600838,沪主板,0,0,0,0,0,60
603937,沪主板,2,0,5,4,3,60
002245,深主板,7,0,6,4,3,60
688648,科创板,1,0,3,1,0,60
000938,深主板,6,0,12,6,5,60
603096,沪主板,0,0,0,0,0,60
002705,深主板,0,0,1,0,0,60
300253,创业板,0,0,0,0,0,60
600233,沪主板,1,0,2,2,2,60
002342,深主板,8,0,10,7,6,60
301367,创业板,3,0,0,0,0,60
605196,沪主板,6,0,3,1,1,60
000099,深主板,1,0,1,0,0,60
000756,深主板,2,0,4,1,0,60
600235,沪主板,0,0,0,0,0,60
002688,深主板,1,0,2,1,1,60
688011,科创板,2,0,2,0,0,60
603466,沪主板,8,0,5,1,1,60
002400,深主板,0,0,2,0,0,60
003000,深主板,0,0,0,0,0,60
603669,沪主板,8,0,8,7,5,60
300902,创业板,3,0,0,0,0,60
688316,科创板,3,1,4,4,3,60
300708,创业板,0,0,3,1,0,60
002733,深主板,8,0,8,4,3,60
603220,沪主板,2,0,5,3,1,60
688036,科创板,0,0,2,1,0,60
603456,沪主板,1,0,0,0,0,60
002301,深主板,1,0,0,0,0,60
